緯度,經度,案件編號,立案案號,事項
23.0044987,120.2603169, UN201604070429 , A-TB-2016-20756 , 其他汙染舉發 
23.0682923,120.3510661, UN201604070447 , A-TB-2016-20766 , 道路散落物 
23.0114087,120.2003643, UN201604080112 , A-TB-2016-20868 , 環境髒亂 
23.0085729,120.1931965, UN201604080196 , A-TB-2016-20899 , 其他汙染舉發 
22.9729653,120.2047678, UN201604080352 , A-TB-2016-20967 , 其他汙染舉發 
22.9729653,120.2047678, UN201604080353 , 同A-TB-2016-20967併案 , 其他汙染舉發 
22.9729653,120.2047678, UN201604080354 , 同A-TB-2016-20967併案 , 其他汙染舉發 
23.0256949,120.1964349, UN201604100031 , A-TB-2016-21242 , 其他汙染舉發 
23.0027663,120.1963358, UN201604100043 , A-TB-2016-21251 , 其他汙染舉發 
22.9686778,120.1880978, UN201604100088 , A-TB-2016-21271 , 其他汙染舉發 
22.9686778,120.1880978, UN201604100090 , 同案件A-TB-2016-21271 , 其他汙染舉發 
22.9686778,120.1880978, UN201604100095 , A-TB-2016-21276 , 其他汙染舉發 
22.9783323,120.2074517, UN201604100103 , 同A-TB-2016-21287併案 , 環境髒亂 
22.9686778,120.1880978, UN201604100110 , 同A-TB-2016-21276 併案 , 其他汙染舉發 
22.9686778,120.1880978, UN201604100111 , 同A-TB-2016-21276 併案 , 其他汙染舉發 
22.9756005,120.2376059, UN201604100231 , A-TB-2016-21367 , 環境髒亂 
22.9796896,120.2277594, UN201604110224 , 同A-TB-2016-21496併案 , 其他汙染舉發 
23.2811852,120.3253208, UN201604110326 , A-TB-2016-21571 , 道路散落物 
22.99129,120.2005252, UN201604120052 , A-TB-2016-21700 , 市區道路路面油漬 
22.9764984,120.1925378, UN201604120138 , A-TB-2016-21697 , 其他汙染舉發 
23.0420192,120.2613084, UN201604120241 , A-TB-2016-21765 , 道路散落物 
23.1835406,120.2462964, UN201604120286 , A-TB-2016-21794 , 道路散落物 
22.9842819,120.2145245, UN201604120301 , A-TB-2016-21822 , 環境髒亂 
23.0557542,120.2351868, UN201604120379 , A-TB-2016-21873 , 路面油漬 
23.0078159,120.2149891, UN201604120392 , A-TB-2016-21877 , 環境髒亂 
22.9841507,120.2323421, UN201604120421 , A-TB-2016-21905 , 其他汙染舉發 
23.328986,120.34433, UN201604130004 , A-TB-2016-21909 , 道路散落物 
23.0019573,120.219643, UN201604130105 , A-TB-2016-21930 , 道路散落物 
22.9594582,120.2233555, UN201604130232 , A-TB-2016-22045 , 道路散落物 
23.0113332,120.2627035, UN201604150002 , A-TB-2016-22412 , 場所連續噪音 
22.9806337,120.2296781, UN201604150012 , A-TB-2016-22416 , 場所連續噪音 
23.0102993,120.2455103, UN201604150289 , A-TB-2016-22655 , 小廣告旗幟 
23.3558294,120.3587437, UN201604150448 , A-TB-2016-22755 , 道路散落物 
23.047342,120.2406175, UN201604160033 , A-TB-2016-22778 , 其他汙染舉發 
23.30936,120.315088, UN201604160041 , A-TB-2016-22784 , 其他汙染舉發 
23.0017826,120.1589746, UN201604160082 , A-TB-2016-22816 , 小廣告旗幟 
22.9943306,120.1975917, UN201604160136 , A-TB-2016-22849 , 環境髒亂 
23.023976,120.256168, UN201604160154 , A-TB-2016-22858 , 道路散落物 
23.035879,120.3080687, UN201604160305 , A-TB-2016-22945 , 違規停車 
23.0616892,120.2183763, UN201604170069 , A-TB-2016-23049 , 其他汙染舉發 
22.9929344,120.1971214, UN201604170145 , A-TB-2016-23096 , 環境髒亂 
22.9643394,120.2526668, UN201604170166 , A-TB-2016-23112 , 道路散落物 
22.9790155,120.2445147, UN201604170182 , A-TB-2016-23122 , 環境髒亂 
22.987249,120.243615, UN201604170194 , A-TB-2016-23129 , 環境髒亂 
22.982671,120.192119, UN201604180001 , A-TB-2016-23211 , 環境髒亂 
22.966076,120.236238, UN201604180008 , A-TB-2016-23217 , 場所連續噪音 
22.987249,120.243615, UN201604180140 , A-TB-2016-23297 , 環境髒亂 
22.9896937,120.208225, UN201604180387 , A-TB-2016-23445 , 道路散落物 
23.0623266,120.1578331, UN201604180388 , A-TB-2016-23446 , 道路散落物 
23.150295,120.179193, UN201604190388 , A-TB-2016-23706 , 道路散落物 
22.973913,120.2377469, UN201604190443 , 併A-TB-2016-23747 , 大型廢棄物清運 
23.0048503,120.1991947, UN201604200084 , A-TB-2016-23846 , 環境髒亂 
22.967272,120.215411, UN201604200112 , A-TB-2016-23822 , 場所連續噪音 
23.0198421,120.2347321, UN201604200168 , A-TB-2016-23854 , 環境髒亂 
23.2006731,120.3156724, UN201604210011 , A-TB-2016-24059 , 道路散落物 
23.012477,120.242188, UN201604210024 , A-TB-2016-24151 , 道路散落物 
22.9796896,120.2277594, UN201604210122 , A-TB-2016-24128 , 環境髒亂 
22.9976403,120.1696149, UN201604210334 , A-TB-2016-24271 , 路面油漬 
22.9299914,120.2305177, UN201604210340 , A-TB-2016-24274 , 其他汙染舉發 
22.982237,120.194699, UN201604210350 , A-TB-2016-24284 , 道路散落物 
22.971254,120.21655, UN201604220440 , A-TB-2016-24355 , 環境髒亂 
22.971254,120.21655, UN201604220443 , 同A-TB-2016-24355 , 環境髒亂 
23.0115381,120.2263468, UN201604220474 , A-TB-2016-24391 , 路面油漬 
22.9921167,120.1918047, UN201604220591 , A-TB-2016-24432 , 其他汙染舉發 
23.1586798,120.1786473, UN201604220624 , A-TB-2016-24448 , 環境髒亂 
22.9299914,120.2305177, UN201604220692 , A-TB-2016-24495 , 其他汙染舉發 
23.3037491,120.2973839, UN201604220717 , A-TB-2016-24510 , 其他汙染舉發 
22.9713393,120.2515432, UN201604220787 , A-TB-2016-24555 , 違規停車 
22.9919034,120.2087051, UN201604230061 , A-TB-2016-24708 , 小廣告旗幟 
22.9487643,120.3832492, UN201604230069 , A-TB-2016-24683 , 其他汙染舉發 
22.9201696,120.1842413, UN201604230079 , A-TB-2016-24659 , 路面油漬 
23.1308125,120.3000614, UN201604230090 , A-TB-2016-24676 , 道路散落物 
22.9957323,120.1861662, UN201604230204 , A-TB-2016-24775 , 其他汙染舉發 
23.3036108,120.3004388, UN201604230306 , A-TB-2016-24818 , 大型廢棄物清運 
23.3214595,120.269229, UN201604240105 , A-TB-2016-24930 , 路面油漬 
23.035185,120.259677, UN201604240154 , A-TB-2016-24967 , 其他汙染舉發 
22.967272,120.215411, UN201604250068 , A-TB-2016-25120 , 場所連續噪音 
22.9591969,120.240566, UN201604250194 , A-TB-2016-25190 , 道路散落物 
22.9919034,120.2087051, UN201604260093 , A-TB-2016-25457 , 小廣告旗幟 
22.9987094,120.238197, UN201604260370 , A-TB-2016-25618 , 道路散落物 
22.9521719,120.27829, UN201604260416 , A-TB-2016-25651 , 其他汙染舉發 
23.0667004,120.1957594, UN201604260443 , A-TB-2016-25676 , 環境髒亂 
25.0317578,121.5208895, UN201604270014 , UN201604270014 , 小廣告旗幟 
22.9867762,120.204344, UN201604270020 , A-TB-2016-25691 , 路面油漬 
22.9898814,120.1667786, UN201604270188 , A-TB-2016-25799 , 其他汙染舉發 
23.051853,120.180123, UN201604270201 , A-TB-2016-25788 , 場所連續噪音 
23.038355,120.31681, UN201604270318 , A-TB-2016-25863 , 道路散落物 
23.02641,120.2319748, UN201604280109 , A-TB-2016-26007 , 小廣告旗幟 
22.9781714,120.244173, UN201604280218 , A-TB-2016-26079 , 其他汙染舉發 
22.9604855,120.2169194, UN201604280344 , A-TB-2016-26160 , 道路散落物 
23.0070118,120.2088121, UN201604290123 , A-TB-2016-26309 , 道路散落物 
22.9833584,120.197701, UN201604290177 , A-TB-2016-26346 , 其他汙染舉發 
23.0257023,120.1915575, UN201604300004 , A-TB-2016-26534 , 道路散落物 
22.998327,120.2049632, UN201604300016 , A-TB-2016-26540 , 市區道路路面油漬 
23.0495488,120.1809152, UN201604300042 , A-TB-2016-26556 , 其他汙染舉發 
22.9735339,120.2109753, UN201604300047 , A-TB-2016-26558 , 其他汙染舉發 
23.1197198,120.3586508, UN201604300051 , A-TB-2016-26560 , 道路散落物 
23.0177137,120.2001222, UN201604300300 , A-TB-2016-26716 , 場所連續噪音 
22.989349,120.1972868, UN201605010008 , A-TB-2016-26751 , 道路散落物 
23.3017611,120.2955862, UN201605020032 , A-TB-2016-26946 , 市區道路路面油漬 
23.0017826,120.1589746, UN201605020164 , A-TB-2016-27031 , 小廣告旗幟 
23.38875,120.375688, UN201605030046 , A-TB-2016-27240 , 道路散落物 
23.0029595,120.1553677, UN201605030385 , A-TB-2016-27478 , 環境髒亂 
22.9796896,120.2277594, UN201605040100 , A-TB-2016-27560 , 其他汙染舉發 
23.0398112,120.3116526, UN201605050012 , A-TB-2016-27786 , 道路散落物 
22.9856925,120.2403597, UN201605050016 , A-TB-2016-27787 , 環境髒亂 
23.0326279,120.3031884, UN201605050292 , A-TB-2016-27981 , 其他汙染舉發 
22.963817,120.326107, UN201605050309 , A-TB-2016-27991 , 道路散落物 
22.9748918,120.2215812, UN201605050391 , A-TB-2016-28047 , 道路散落物 
22.9943034,120.1923404, UN201605070044 , A-TB-2016-28358 , 道路散落物 
22.9871481,120.1663653, UN201605070080 , A-TB-2016-28374 , 場所連續噪音 
23.2332374,120.1794243, UN201605070089 , A-TB-2016-28382 , 環境髒亂 
23.0639886,120.1630074, UN201605070128 , A-TB-2016-28459 , 道路散落物 
22.9863835,120.1934371, UN201605070226 , A-TB-2016-28465 , 其他汙染舉發 
22.9934043,120.1647036, UN201605070257 , 同 A-TB-2016-28499 併案 , 其他汙染舉發 
22.981044,120.1556693, UN201605070262 , A-TB-2016-28499 , 其他汙染舉發 
22.981044,120.1556693, UN201605070264 , 同 A-TB-2016-28499 , 其他汙染舉發 
23.018705,120.3330341, UN201605080388 , A-TB-2016-28594 , 道路散落物 
23.181172,120.175395, UN201605080451 , A-TB-2016-28634 , 其他汙染舉發 
23.0102093,120.2162404, UN201605080659 , 同A-TB-2016-28770 , 其他汙染舉發 
23.1902039,120.242618, UN201605080670 , A-TB-2016-28785 , 場所連續噪音 
22.9820739,120.2275927, UN201605080671 , A-TB-2016-28783 , 
22.9721913,120.229321, UN201605090057 , A-TB-2016-28811 , 其他汙染舉發 
23.0431447,120.1842764, UN201605090127 , A-TB-2016-28873 , 場所連續噪音 
23.1764909,120.2465343, UN201605090357 , A-TB-2016-29041 , 道路散落物 
23.024777,120.190525, UN201605090401 , A-TB-2016-29061 , 其他汙染舉發 
22.992166,120.19828, UN201605090421 , A-TB-2016-29079 , 道路散落物 
23.137229,120.311551, UN201605090435 , A-TB-2016-29101 , 道路散落物 
22.9856925,120.2403597, UN201605100010 , A-TB-2016-29112 , 環境髒亂 
23.2826072,120.373745, UN201605100018 , A-TB-2016-29120 , 道路散落物 
23.0321042,120.2560961, UN201605100180 , A-TB-2016-29203 , 環境髒亂 
23.0300439,120.2740308, UN201605100207 , A-TB-2016-29234 , 小廣告旗幟 
23.1846153,120.252294, UN201605100375 , A-TB-2016-29351 , 市區道路路面油漬 
23.0047573,120.2085099, UN201605110072 , A-TB-2016-29395 , 道路散落物 
23.0409804,120.2372156, UN201605110321 , A-TB-2016-29611 , 其他汙染舉發 
22.9999491,120.1533631, UN201605120194 , A-TB-2016-29814 , 道路散落物 
23.1838158,120.2504169, UN201605120369 , A-TB-2016-29949 , 道路散落物 
22.9887187,120.2496961, UN201605130067 , A-TB-2016-30006 , 場所連續噪音 
22.9865196,120.2303449, UN201605130104 , A-TB-2016-30035 , 道路散落物 
23.2271643,120.3667892, UN201605130215 , A-TB-2016-30091 , 大型廢棄物清運 
22.9926798,120.1867878, UN201605130223 , A-TB-2016-30105 , 道路散落物 
22.99244,120.207068, UN201605130231 , A-TB-2016-30102 , 其他汙染舉發 
22.9911423,120.1691096, UN201605130243 , A-TB-2016-30109 , 其他汙染舉發 
23.1019673,120.3534597, UN201605130307 , A-TB-2016-30197 , 其他汙染舉發 
23.0321042,120.2560961, UN201605140052 , A-TB-2016-30257 , 環境髒亂 
22.9853816,120.2042372, UN201605140196 , A-TB-2016-30343 , 道路散落物 
23.3112921,120.263771, UN201605140227 , A-TB-2016-30374 , 市區道路路面油漬 
22.9824744,120.2107393, UN201605150039 , A-TB-2016-30448 , 其他汙染舉發 
22.9842819,120.2145245, UN201605150060 , A-TB-2016-30461 , 環境髒亂 
23.0368962,120.3077693, UN201605160012 , A-TB-2016-30608 , 道路散落物 
23.0431447,120.1842764, UN201605160081 , A-TB-2016-30627 , 其他汙染舉發 
23.0036242,120.2473196, UN201605160411 , A-TB-2016-30899 , 市區道路路面油漬 
22.9858925,120.2031552, UN201605170034 , A-TB-2016-30916 , 場所連續噪音 
22.9955867,120.1820314, UN201605170221 , A-TB-2016-31028 , 其他汙染舉發 
23.0188499,120.2752333, UN201605170290 , A-TB-2016-31077 , 市區道路路面油漬 
23.0979951,120.2606356, UN201605170340 , A-TB-2016-31115 , 道路散落物 
23.0059995,120.2627525, UN201605180220 , A-TB-2016-31250 , 其他汙染舉發 
23.1132049,120.3383804, UN201605180288 , A-TB-2016-31311 , 環境髒亂 
22.9893689,120.1826759, UN201605190026 , A-TB-2016-31369 , 場所連續噪音 
23.0196341,120.136141, UN201605190296 , A-TB-2016-31539 , 其他汙染舉發 
23.0199339,120.1351284, UN201605190298 , A-TB-2016-31545 , 其他汙染舉發 
22.9986054,120.2348619, UN201605190414 , A-TB-2016-31637 , 場所連續噪音 
22.992185,120.190337, UN201605200014 , A-TB-2016-31649 , 路面油漬 
22.9999491,120.1533631, UN201605200016 , A-TB-2016-31651 , 路面油漬 
22.9969776,120.1403247, UN201605200052 , A-TB-2016-31666 , 其他汙染舉發 
23.0059995,120.2627525, UN201605200099 , A-TB-2016-31688 , 其他汙染舉發 
22.9874301,120.190803, UN201605200126 , A-TB-2016-31703 , 其他汙染舉發 
22.9921296,120.2184974, UN201605200162 , A-TB-2016-31730 , 場所連續噪音 
23.0272001,120.2040004, UN201605200195 , A-TB-2016-31753 , 其他汙染舉發 
23.14182,120.08521, UN201605200210 , A-TB-2016-31782 , 其他汙染舉發 
23.0054641,120.2259687, UN201605200263 , A-TB-2016-31803 , 其他汙染舉發 
23.0151478,120.2154136, UN201605200341 , A-TB-2016-31865 , 道路散落物 
23.0489761,120.2183813, UN201605200357 , A-TB-2016-31860 , 道路散落物 
23.368281,120.362244, UN201605210016 , A-TB-2016-31898 , 道路散落物 
22.9921296,120.2184974, UN201605210019 , A-TB-2016-31900 , 其他汙染舉發 
23.0903938,120.3291365, UN201605210072 , A-TB-2016-31933 , 環境髒亂 
23.0443299,120.2436653, UN201605210183 , A-TB-2016-31990 , 其他汙染舉發 
22.9906616,120.2231731, UN201605220020 , A-TB-2016-32070 , 其他汙染舉發 
22.9583192,120.3275955, UN201605220083 , A-TB-2016-32114 , 道路散落物 
22.9989324,120.2123111, UN201605220219 , A-TB-2016-32200 , 環境髒亂 
22.9792781,120.214584, UN201605230097 , A-TB-2016-32264 , 漏水停水消防栓漏水或損壞 
23.1123431,120.3647741, UN201605230103 , A-TB-2016-32280 , 場所連續噪音 
22.9907494,120.1813946, UN201605230249 , A-TB-2016-32371 , 道路散落物 
22.9899552,120.1926219, UN201605240256 , A-TB-2016-32615 , 環境髒亂 
23.0257104,120.1913816, UN201605250003 , A-TB-2016-32721 , 道路散落物 
22.9583535,120.2256764, UN201605250066 , A-TB-2016-32741 , 佔用道路 
22.9876352,120.221701, UN201605250328 , A-TB-2016-32921 , 其他汙染舉發 
22.9966144,120.163489, UN201605250348 , A-TB-2016-32939 , 其他汙染舉發 
23.3143174,120.3147613, UN201605250365 , A-TB-2016-32953 , 其他汙染舉發 
23.0059995,120.2627525, UN201605260079 , A-TB-2016-33017 , 場所連續噪音 
22.9958924,120.1841272, UN201605260154 , 同案件A-TB-2016-33051 , 環境髒亂 
23.0116344,120.1906672, UN201605260245 , A-TB-2016-33147 , 場所連續噪音 
22.9802762,120.193301, UN201605260306 , A-TB-2016-33207 , 環境髒亂 
23.188187,120.294758, UN201605260308 , A-TB-2016-33208 , 其他汙染舉發 
23.018329,120.235744, UN201605270017 , A-TB-2016-33281 , 道路散落物 
23.0102093,120.2162404, UN201605270018 , A-TB-2016-33282 , 其他汙染舉發 
22.997359,120.178428, UN201605270057 , A-TB-2016-33333 , 環境髒亂 
22.9876352,120.221701, UN201605270303 , A-TB-2016-33563 , 其他汙染舉發 
22.9876352,120.221701, UN201605270309 , 併A-TB-2016-33563 , 其他汙染舉發 
22.9627768,120.2172591, UN201605270336 , A-TB-2016-33472 , 道路散落物 
22.9209691,120.1813098, UN201605270398 , A-TB-2016-33547 , 道路散落物 
23.326041,120.2633674, UN201605270400 , A-TB-2016-33517 , 其他汙染舉發 
23.1486025,120.2374813, UN201605270444 , A-TB-2016-33568 , 道路散落物 
23.0102464,120.2162333, UN201605280007 , A-TB-2016-33575 , 其他汙染舉發 
23.0054641,120.262583, UN201605280062 , A-TB-2016-33606 , 場所連續噪音 
23.2317488,120.2554652, UN201605290031 , A-TB-2016-33790 , 妨礙安寧 
22.991918,120.2207523, UN201605290034 , A-TB-2016-33792 , 妨礙安寧 
22.9907494,120.1813946, UN201605290048 , A-TB-2016-33802 , 妨礙安寧 
23.032029,120.265954, UN201605290160 , A-TB-2016-33871 , 妨礙安寧 
22.9834529,120.2150278, UN201605290171 , A-TB-2016-33879 , 環境髒亂 
23.0436002,120.2162223, UN201605300083 , A-TB-2016-33987 , 妨礙安寧 
23.0001301,120.226331, UN201605300095 , A-TB-2016-34007 , 環境髒亂 
23.0459618,120.185469, UN201605300146 , A-TB-2016-34029 , 環境髒亂 
23.0587081,120.2188077, UN201605300418 , A-TB-2016-34228 , 道路散落物 
23.058747,120.2187965, UN201605300419 , A-TB-2016-34230 , 道路散落物 
22.9856925,120.2403597, UN201605310011 , A-TB-2016-34250 , 環境髒亂 
23.0167357,120.1967261, UN201605310353 , A-TB-2016-34482 , 場所連續噪音 
22.9857679,120.2057355, UN201606010003 , A-TB-2016-34517 , 其他汙染舉發 
22.9893388,120.2338418, UN201606010017 , A-TB-2016-34528 , 市區道路路面油漬 
23.1642878,120.1726507, UN201606010152 , A-TB-2016-34625 , 大型廢棄物清運 
22.987288,120.187023, UN201606010323 , A-TB-2016-34741 , 道路散落物 
23.3395656,120.3127428, UN201606020001 , A-TB-2016-34794 , 道路散落物 
22.9107557,120.2691694, UN201606020006 , A-TB-2016-34799 , 其他汙染舉發 
22.9856925,120.2403597, UN201606020010 , A-TB-2016-34801 , 環境髒亂 
22.9934849,120.2265232, UN201606020032 , A-TB-2016-34815 , 場所連續噪音 
23.0436002,120.2162223, UN201606020083 , A-TB-2016-34848 , 妨礙安寧 
22.9786018,120.1907893, UN201606020187 , A-TB-2016-34920 , 場所連續噪音 
23.0194061,120.222595, UN201606020386 , A-TB-2016-35056 , 環境髒亂 
23.0788541,120.2109226, UN201606030003 , A-TB-2016-35068 , 小廣告旗幟 
22.9957733,120.1700236, UN201606030010 , A-TB-2016-35076 , 道路散落物 
22.9640782,120.3087387, UN201606030018 , A-TB-2016-35084 , 道路散落物 
23.042724,120.216438, UN201606030054 , A-TB-2016-35112 , 道路散落物 
23.066245,120.2091348, UN201606030100 , A-TB-2016-35132 , 環境髒亂 
23.0636167,120.1986163, UN201606030335 , A-TB-2016-35304 , 道路散落物 
23.1167814,120.271018, UN201606030354 , A-TB-2016-35294 , 道路散落物 
22.9713021,120.176324, UN201606040007 , A-TB-2016-35330 , 道路散落物 
22.9107557,120.2691694, UN201606040013 , A-TB-2016-35331 , 其他汙染舉發 
22.9885213,120.1971043, UN201606040038 , A-TB-2016-35346 , 環境髒亂 
23.0247474,120.1851513, UN201606040042 , A-TB-2016-35356 , 環境髒亂 
23.2235571,120.2830007, UN201606040075 , A-TB-2016-35358 , 小廣告旗幟 
22.9915313,120.2221024, UN201606040151 , A-TB-2016-35424 , 環境髒亂 
23.0394156,120.1837107, UN201606040177 , A-TB-2016-35449 , 場所連續噪音 
23.0095688,120.2000106, UN201606040242 , A-TB-2016-35488 , 小廣告旗幟 
23.0190063,120.2016541, UN201606040245 , 併案A-TB-2016-35488 , 小廣告旗幟 
