緯度,經度,案件編號,立案案號
22.999468,120.239473, UN201705250128 , A-TB-2017-32244 
22.9889027,120.2113935, UN201705250129 , A-TB-2017-32262 
22.9930015,120.2097953, UN201705250130 , A-TB-2017-32265 
22.9849298,120.190216, UN201705250140 , A-TB-2017-32259 
22.9900099,120.182627, UN201705250141 , A-TB-2017-32263 
23.0002171,120.2247351, UN201705250142 , A-TB-2017-32270 
23.0001457,120.235167, UN201705250169 , A-TB-2017-32282 
23.0034602,120.2223048, UN201705250170 , A-TB-2017-32286 
22.9894902,120.1906162, UN201705250181 , A-TB-2017-32294 
23.0442387,120.2410044, UN201705250187 , A-TB-2017-32302 
22.9862744,120.2113843, UN201705250190 , A-TB-2017-32298 
22.9929782,120.2105053, UN201705250217 , A-TB-2017-32312 
22.9849416,120.1899994, UN201705250226 , A-TB-2017-32319 
22.9920139,120.2100247, UN201705250229 , A-TB-2017-32323 
22.9928808,120.2101741, UN201705250230 , A-TB-2017-32324 
22.9946297,120.2106586, UN201705250235 , A-TB-2017-32320 
24.9571394,121.2035198, UN201705250236 , A-TB-2017-32325 
22.9821173,120.1921379, UN201705250253 , A-TB-2017-32333 
22.9972751,120.201768, UN201705250256 , A-TB-2017-32338 
22.99568,120.2057441, UN201705250257 , A-TB-2017-32339 
22.9908679,120.1721649, UN201705250261 , A-TB-2017-32342 
23.0021735,120.2046973, UN201705250264 , A-TB-2017-32341 
23.0808384,120.2934821, UN201705250270 , A-TB-2017-32346 
22.9874217,120.2252497, UN201705250275 , A-TB-2017-32386 
23.0053345,120.2389749, UN201705250276 , A-TB-2017-32355 
25.0318758,121.4321993, UN201705250286 , A-TB-2017-32359 
22.9989369,120.230329, UN201705250293 , A-TB-2017-32364 
22.98131,120.229924, UN201705250297 , A-TB-2017-32388 
23.041356,120.2368389, UN201705250301 , A-TB-2017-32363 
23.041356,120.2368389, UN201705250302 , A-TB-2017-32366 
23.041356,120.2368389, UN201705250304 , A-TB-2017-32367 
22.9989487,120.238652, UN201705250321 , A-TB-2017-32383 
22.9970451,120.1699756, UN201705260008 , A-TB-2017-32403 
23.0150704,120.2043294, UN201705260014 , A-TB-2017-32405 
22.9910689,120.2061484, UN201705260024 , A-TB-2017-32411 
22.9909969,120.2085327, UN201705260025 , A-TB-2017-32414 
22.9967038,120.1529607, UN201705260039 , A-TB-2017-32415 
23.035889,120.3083179, UN201705260047 , A-TB-2017-32416 
23.0187544,120.1952704, UN201705260048 , A-TB-2017-32431 
23.041356,120.2368389, UN201705260056 , A-TB-2017-32419 
23.0048403,120.2248011, UN201705260057 , A-TB-2017-32446 
22.9982002,120.1751311, UN201705260066 , A-TB-2017-32427 
22.9933869,120.2086597, UN201705260082 , A-TB-2017-32465 
22.9974301,120.1954156, UN201705260086 , A-TB-2017-32432 
23.040171,120.243781, UN201705260094 , A-TB-2017-32472 
22.9794904,120.2129385, UN201705260123 , A-TB-2017-32441 
23.041356,120.2368389, UN201705260138 , A-TB-2017-32484 
22.9967409,120.206699, UN201705260141 , A-TB-2017-32488 
23.0671765,120.2172323, UN201705260142 , A-TB-2017-32486 
22.9890855,120.2111367, UN201705260145 , A-TB-2017-32451 
22.9903729,120.1951382, UN201705260147 , A-TB-2017-32453 
22.9843116,120.1964539, UN201705260150 , A-TB-2017-32464 
22.9815329,120.2040821, UN201705260153 , A-TB-2017-32468 
22.9924902,120.1937274, UN201705260167 , A-TB-2017-32482 
22.9924902,120.1937274, UN201705260168 , 併案A-TB-2017-32482 
22.9924902,120.1937274, UN201705260169 , 併案A-TB-2017-32482 
23.0152281,120.229868, UN201705260174 , A-TB-2017-32511 
23.041356,120.2368389, UN201705260175 , A-TB-2017-32487 
23.041356,120.2368389, UN201705260176 , 併案A-TB-2017-32487 
23.0146285,120.2299508, UN201705260190 , A-TB-2017-32502 
23.0443299,120.2436653, UN201705260192 , A-TB-2017-32520 
22.9812862,120.2048591, UN201705260194 , A-TB-2017-32522 
22.9986112,120.16961, UN201705260198 , A-TB-2017-32510 
22.9868991,120.2347648, UN201705260199 , A-TB-2017-32515 
22.9923651,120.198163, UN201705260203 , A-TB-2017-32509 
22.9965584,120.1922086, UN201705260204 , A-TB-2017-32514 
23.0089493,120.2230263, UN201705260211 , A-TB-2017-32516 
22.9868991,120.2347648, UN201705260236 , A-TB-2017-32526 
23.2793302,120.3307555, UN201705260252 , A-TB-2017-32536 
23.041356,120.2368389, UN201705260255 , A-TB-2017-32539 
22.9922071,120.2069553, UN201705260258 , A-TB-2017-32567 
22.9853801,120.201701, UN201705260262 , A-TB-2017-32543 
22.9942164,120.2096377, UN201705260269 , A-TB-2017-32550 
23.0396816,120.2395216, UN201705260270 , A-TB-2017-32574 
23.0396139,120.23895, UN201705260272 , A-TB-2017-32576 
23.041356,120.2368389, UN201705260273 , A-TB-2017-32561 
23.041356,120.2368389, UN201705260274 , A-TB-2017-32557 
22.9949031,120.2076185, UN201705260276 , A-TB-2017-32552 
22.9933456,120.2105942, UN201705260287 , A-TB-2017-32556 
22.9957713,120.1757782, UN201705260293 , A-TB-2017-32566 
23.0254602,120.1971296, UN201705260294 , A-TB-2017-32563 
22.9883459,120.2380351, UN201705260297 , A-TB-2017-32577 
22.9929782,120.2105053, UN201705260299 , A-TB-2017-32578 
22.9957713,120.1757782, UN201705260300 , A-TB-2017-32580 
23.0141367,120.2067439, UN201705260302 , A-TB-2017-32584 
23.0437075,120.1946801, UN201705260303 , A-TB-2017-32588 
22.9874242,120.2341466, UN201705260313 , A-TB-2017-32603 
22.9929782,120.2105053, UN201705260325 , A-TB-2017-32599 
23.0220854,120.2235634, UN201705260328 , A-TB-2017-32600 
25.0053493,121.5257711, UN201705260337 , A-TB-2017-32609 
22.9938147,120.2094021, UN201705260339 , A-TB-2017-32611 
22.9938147,120.2094021, UN201705260341 , A-TB-2017-32613 
22.9759149,120.2247629, UN201705260345 , A-TB-2017-32619 
22.9105419,120.2697226, UN201705260352 , A-TB-2017-32622 
23.3127708,120.3065599, UN201705260353 , A-TB-2017-32623 
23.0433938,120.2375535, UN201705260362 , A-TB-2017-32629 
23.0191223,120.2413962, UN201705260369 , A-TB-2017-32636 
22.9908679,120.1721649, UN201705260398 , A-TB-2017-32659 
22.9952591,120.1972326, UN201705260399 , A-TB-2017-32662 
22.9942755,120.2103029, UN201705260401 , A-TB-2017-32663 
25.180761,121.4375524, UN201705260421 , A-TB-2017-32667 
25.0595472,121.5604305, UN201705260422 , A-TB-2017-32668 
22.9938236,120.2094042, UN201705270001 , A-TB-2017-32669 
22.981152,120.229868, UN201705270009 , A-TB-2017-32675 
22.9898286,120.1977832, UN201705270012 , A-TB-2017-32677 
24.1463952,120.6765453, UN201705270015 , A-TB-2017-32679 
23.0511988,120.2203243, UN201705270017 , A-TB-2017-32691 
23.013487,120.229824, UN201705270027 , A-TB-2017-32684 
22.9798919,120.2097648, UN201705270036 , A-TB-2017-32689 
22.979192,120.217642, UN201705270037 , A-TB-2017-32688 
22.98453,120.2054097, UN201705270048 , A-TB-2017-32695 
22.9922501,120.2061049, UN201705270050 , A-TB-2017-32702 
22.9989801,120.2326769, UN201705270052 , A-TB-2017-32697 
24.8645034,121.0077525, UN201705270059 , A-TB-2017-32701 
22.98453,120.2054097, UN201705270060 , A-TB-2017-32700 
23.0158626,120.2150352, UN201705270084 , A-TB-2017-32709 
23.302385,120.312746, UN201705270086 , A-TB-2017-32717 
22.9993972,120.2018577, UN201705270088 , A-TB-2017-32711 
22.9962418,120.1758139, UN201705270091 , A-TB-2017-32719 
22.968705,120.226853, UN201705270098 , A-TB-2017-32725 
22.9982355,120.1844125, UN201705270103 , A-TB-2017-32726 
22.9962418,120.1758139, UN201705270109 , A-TB-2017-32727 
22.9958874,120.1757494, UN201705270114 , A-TB-2017-32729 
23.1249145,120.4619511, UN201705270117 , A-TB-2017-32731 
22.9838186,120.2221978, UN201705270120 , A-TB-2017-32733 
22.9958874,120.1757494, UN201705270121 , A-TB-2017-32737 
22.979192,120.217642, UN201705270125 , A-TB-2017-32735 
23.124999,120.462345, UN201705270126 , A-TB-2017-32738 
22.9944472,120.2093463, UN201705270128 , A-TB-2017-32739 
23.014539,120.1874313, UN201705270159 , A-TB-2017-32752 
22.9952519,120.2108989, UN201705270162 , A-TB-2017-32779 
22.9890515,120.1973724, UN201705270163 , A-TB-2017-32758 
22.9727484,120.2217307, UN201705270169 , A-TB-2017-32800 
23.124999,120.462345, UN201705270171 , A-TB-2017-32777 
23.2298791,120.350797, UN201705270172 , A-TB-2017-32762 
22.9980653,120.2093869, UN201705270174 , A-TB-2017-32804 
23.0105995,120.223353, UN201705270182 , A-TB-2017-32771 
23.0095665,120.198394, UN201705270186 , A-TB-2017-32776 
23.109313,120.305086, UN201705270196 , A-TB-2017-32783 
23.109313,120.305086, UN201705270197 , 同A-TB-2017-32783 
22.9951519,120.2108577, UN201705270200 , A-TB-2017-32790 
22.985135,120.189061, UN201705270206 , A-TB-2017-32792 
22.9981795,120.1978481, UN201705270208 , A-TB-2017-32795 
22.9889333,120.1886371, UN201705270213 , A-TB-2017-32802 
22.9959825,120.2337208, UN201705270215 , A-TB-2017-32803 
22.9958874,120.1757494, UN201705270222 , A-TB-2017-32805 
23.0192487,120.2035107, UN201705270230 , A-TB-2017-32812 
23.03094,120.2516002, UN201705270247 , A-TB-2017-32820 
23.008194,120.1937674, UN201705270249 , A-TB-2017-32819 
23.0192487,120.2035107, UN201705270250 , A-TB-2017-32821 
23.0413306,120.2288651, UN201705270252 , A-TB-2017-32830 
22.9713971,120.234606, UN201705270254 , A-TB-2017-32832 
23.0031652,120.222695, UN201705270256 , A-TB-2017-32838 
22.9950487,120.2081429, UN201705270258 , A-TB-2017-32845 
23.0413306,120.2288651, UN201705270259 , 同A-TB-2017-32830 
25.180761,121.4375524, UN201705270265 , A-TB-2017-32843 
23.004526,120.234964, UN201705280002 , A-TB-2017-32846 
23.0184053,120.2036605, UN201705280007 , A-TB-2017-32850 
24.8112883,120.9518578, UN201705280010 , A-TB-2017-32851 
22.984154,120.2113624, UN201705280018 , A-TB-2017-32855 
22.9932613,120.2117242, UN201705280022 , A-TB-2017-32859 
22.9950487,120.2081429, UN201705280024 , A-TB-2017-32865 
23.1192901,120.203634, UN201705280029 , A-TB-2017-32864 
22.9981795,120.1978481, UN201705280034 , A-TB-2017-32867 
22.9945157,120.1991639, UN201705280053 , A-TB-2017-32876 
22.9941177,120.2032874, UN201705280067 , A-TB-2017-32884 
22.9975773,120.2102911, UN201705280070 , A-TB-2017-32895 
22.981622,120.20554, UN201705280072 , A-TB-2017-32890 
22.9962418,120.1758139, UN201705280075 , A-TB-2017-32889 
22.9727484,120.2217307, UN201705280076 , A-TB-2017-32893 
22.99259,120.1960301, UN201705280077 , A-TB-2017-32896 
22.9941711,120.1975081, UN201705280078 , A-TB-2017-32891 
22.980079,120.231296, UN201705280079 , A-TB-2017-32892 
23.1311343,120.4704129, UN201705280081 , A-TB-2017-32888 
22.9971367,120.2129498, UN201705280083 , A-TB-2017-32898 
22.99259,120.1960301, UN201705280084 , A-TB-2017-32900 
22.9879621,120.1973583, UN201705280091 , A-TB-2017-32903 
22.9896453,120.1988817, UN201705280092 , A-TB-2017-32910 
22.990025,120.198895, UN201705280093 , A-TB-2017-32904 
22.9907759,120.2255556, UN201705280097 , A-TB-2017-32907 
22.974438,120.214183, UN201705280098 , A-TB-2017-32905 
22.9867583,120.1964133, UN201705280100 , A-TB-2017-32908 
22.9986295,120.1703876, UN201705280101 , A-TB-2017-32906 
22.9886166,120.2360325, UN201705280105 , A-TB-2017-32911 
22.9907759,120.2255556, UN201705280109 , A-TB-2017-32939 
23.0051229,120.2140043, UN201705280113 , A-TB-2017-32925 
22.988584,120.211924, UN201705280119 , A-TB-2017-32916 
22.9995946,120.1660555, UN201705280120 , A-TB-2017-32915 
22.9957814,120.2001328, UN201705280130 , A-TB-2017-32917 
22.9666066,120.2319746, UN201705280132 , A-TB-2017-32927 
22.9950487,120.2081429, UN201705280134 , A-TB-2017-32921 
22.9987661,120.236238, UN201705280143 , A-TB-2017-32929 
22.9892383,120.203141, UN201705280144 , A-TB-2017-32932 
23.1247632,120.4619642, UN201705280150 , A-TB-2017-32949 
22.992086,120.2008719, UN201705280151 , A-TB-2017-32936 
22.9929782,120.2105053, UN201705280165 , A-TB-2017-32945 
23.0255883,120.2557784, UN201705280168 , A-TB-2017-32951 
22.9939126,120.2093951, UN201705280170 , A-TB-2017-32952 
22.9930876,120.2091515, UN201705280172 , A-TB-2017-32953 
22.9848653,120.2111666, UN201705280173 , A-TB-2017-32956 
22.9834707,120.1999355, UN201705280176 , A-TB-2017-32947 
22.9950487,120.2081429, UN201705280179 , A-TB-2017-32961 
23.1309257,120.2951442, UN201705280193 , A-TB-2017-32965 
22.9940463,120.1983472, UN201705280196 , A-TB-2017-32977 
23.3208388,120.2679756, UN201705280197 , A-TB-2017-32966 
22.99568,120.2057441, UN201705280200 , A-TB-2017-32959 
22.9955703,120.1710282, UN201705280201 , A-TB-2017-32979 
22.9870414,120.2018315, UN201705280202 , A-TB-2017-32962 
22.9985471,120.200283, UN201705280203 , A-TB-2017-32963 
23.0283035,120.253726, UN201705280205 , A-TB-2017-32964 
22.999641,120.2011927, UN201705280208 , A-TB-2017-32969 
22.9980979,120.1745976, UN201705280209 , A-TB-2017-32982 
22.981025,120.21228, UN201705280211 , A-TB-2017-32978 
22.9805109,120.1974029, UN201705280229 , A-TB-2017-32992 
23.3033074,120.3120847, UN201705280232 , A-TB-2017-32993 
22.9973734,120.1783507, UN201705280238 , A-TB-2017-32994 
22.9973734,120.1783507, UN201705280240 , 同A-TB-2017-32994 
22.9994083,120.2289642, UN201705280249 , A-TB-2017-33004 
22.932952,120.231635, UN201705290017 , A-TB-2017-33016 
22.9458419,120.2577082, UN201705290037 , A-TB-2017-33028 
23.180079,120.232913, UN201705290047 , A-TB-2017-33033 
23.2302707,120.350373, UN201705290055 , A-TB-2017-33036 
22.9802101,120.2305272, UN201705290058 , A-TB-2017-33040 
22.9901522,120.2202789, UN201705290068 , A-TB-2017-33042 
23.3068665,120.3134568, UN201705290070 , A-TB-2017-33044 
22.9458419,120.2577082, UN201705290075 , A-TB-2017-33045 
23.0004327,120.1636071, UN201705290077 , A-TB-2017-33058 
23.0020867,120.179446, UN201705290085 , A-TB-2017-33051 
22.9825487,120.2055583, UN201705290088 , A-TB-2017-33060 
22.9825487,120.2055583, UN201705290090 , A-TB-2017-33062 
22.989033,120.2076064, UN201705290091 , A-TB-2017-33076 
22.9952161,120.2075223, UN201705290092 , A-TB-2017-33154 
22.9946297,120.2106586, UN201705290099 , A-TB-2017-33077 
22.9938147,120.2094021, UN201705290100 , A-TB-2017-33078 
22.9617836,120.3259882, UN201705290104 , A-TB-2017-33056 
22.9972181,120.202424, UN201705290112 , A-TB-2017-33072 
23.0066806,120.1885171, UN201705290125 , A-TB-2017-33070 
22.9944228,120.1969341, UN201705290138 , A-TB-2017-33065 
23.1311343,120.4704129, UN201705290140 , A-TB-2017-33161 
23.305912,120.3202465, UN201705290153 , A-TB-2017-33080 
22.99802,120.1735638, UN201705290154 , A-TB-2017-33082 
22.9947469,120.2000818, UN201705290155 , A-TB-2017-33085 
22.9948,120.200128, UN201705290161 , 併A-TB-2017-33085 
22.9962572,120.2342627, UN201705290179 , A-TB-2017-33086 
22.981974,120.204977, UN201705290184 , A-TB-2017-33121 
25.052316,121.5492824, UN201705290185 , A-TB-2017-33160 
22.9993972,120.2018577, UN201705290186 , A-TB-2017-33094 
22.9946297,120.2106586, UN201705290199 , A-TB-2017-33115 
23.0444563,120.2416642, UN201705290213 , A-TB-2017-33113 
23.0425582,120.2414302, UN201705290215 , A-TB-2017-33114 
22.9817494,120.1916844, UN201705290219 , A-TB-2017-33118 
23.041356,120.2368389, UN201705290223 , 同A-TB-2017-33126 
23.041356,120.2368389, UN201705290224 , 同A-TB-2017-33126 
23.041356,120.2368389, UN201705290226 , A-TB-2017-33126 
23.0583499,120.2348068, UN201705290234 , A-TB-2017-33157 
22.9887889,120.206999, UN201705290236 , A-TB-2017-33130 
22.9774047,120.1884955, UN201705290243 , A-TB-2017-33131 
22.996905,120.196626, UN201705290244 , A-TB-2017-33133 
23.0286706,120.2541938, UN201705290246 , A-TB-2017-33136 
22.9990249,120.2539398, UN201705290248 , A-TB-2017-33137 
22.9990249,120.2539398, UN201705290249 , 併A-TB-2017-33137 
22.9993972,120.2018577, UN201705290252 , A-TB-2017-33142 
22.9903033,120.1963057, UN201705290255 , A-TB-2017-33138 
22.9876206,120.2087795, UN201705290258 , A-TB-2017-33139 
23.0081569,120.2067979, UN201705290266 , A-TB-2017-33149 
22.986274,120.2196473, UN201705290273 , A-TB-2017-33151 
22.983683,120.2305201, UN201705290291 , A-TB-2017-33186 
22.9946308,120.210882, UN201705290297 , A-TB-2017-33200 
23.0092198,120.193752, UN201705290298 , A-TB-2017-33201 
22.9835296,120.2259211, UN201705300007 , A-TB-2017-33202 
22.9839464,120.1993916, UN201705300017 , A-TB-2017-33208 
22.9837913,120.1990436, UN201705300022 , A-TB-2017-33209 
22.9841307,120.199569, UN201705300025 , A-TB-2017-33210 
22.9745927,120.199725, UN201705300029 , A-TB-2017-33211 
22.9944581,120.209255, UN201705300032 , A-TB-2017-33214 
22.9946475,120.2114829, UN201705300033 , A-TB-2017-33215 
22.9745927,120.199725, UN201705300042 , A-TB-2017-33219 
23.0450846,120.2395325, UN201705300045 , A-TB-2017-33227 
22.9886206,120.1950864, UN201705300049 , A-TB-2017-33224 
22.9909969,120.2085327, UN201705300055 , A-TB-2017-33229 
22.9938236,120.2094042, UN201705300060 , A-TB-2017-33232 
22.9934348,120.210014, UN201705300073 , A-TB-2017-33240 
22.9887191,120.2343446, UN201705300077 , A-TB-2017-33244 
22.9886751,120.2096151, UN201705300084 , A-TB-2017-33249 
22.9965066,120.1969538, UN201705300085 , A-TB-2017-33242 
23.0120751,120.2475074, UN201705300086 , A-TB-2017-33250 
23.1311343,120.4704129, UN201705300087 , A-TB-2017-33243 
22.9745927,120.199725, UN201705300091 , A-TB-2017-33256 
22.9993824,120.2018977, UN201705300092 , A-TB-2017-33246 
23.1247632,120.4619642, UN201705300095 , A-TB-2017-33257 
22.9907349,120.233097, UN201705300100 , A-TB-2017-33266 
22.9944167,120.1999625, UN201705300105 , A-TB-2017-33258 
22.957183,120.2527291, UN201705300116 , A-TB-2017-33262 
22.9718507,120.266462, UN201705300118 , A-TB-2017-33269 
23.015787,120.228056, UN201705300120 , A-TB-2017-33270 
24.8112883,120.9518578, UN201705300123 , A-TB-2017-33267 
22.9889464,120.205677, UN201705300128 , A-TB-2017-33263 
22.9917633,120.2100402, UN201705300132 , A-TB-2017-33271 
22.9940988,120.2094595, UN201705300134 , A-TB-2017-33268 
22.9935502,120.208594, UN201705300135 , A-TB-2017-33273 
22.9934043,120.1647036, UN201705300139 , 123-tset 
35.509577,-97.5337576, UN201705300140 , test 
22.9934043,120.1647036, UN201705300141 , test 
23.0004452,120.2105347, UN201705300149 , A-TB-2017-33277 
23.0004452,120.2105347, UN201705300150 , 同A-TB-2017-33277 
23.0036482,120.2184348, UN201705300152 , A-TB-2017-33278 
22.9996317,120.2010381, UN201705300155 , A-TB-2017-33283 
23.314825,120.31243, UN201705300162 , A-TB-2017-33284 
22.9933861,120.1962811, UN201705300164 , A-TB-2017-33285 
22.998449,120.200221, UN201705300168 , A-TB-2017-33291 
22.9985129,120.2004159, UN201705300169 , A-TB-2017-33292 
22.982485,120.211252, UN201705300170 , A-TB-2017-33293 
22.9930034,120.1852596, UN201705300175 , A-TB-2017-33295 
22.9859596,120.2288037, UN201705300179 , A-TB-2017-33296 
23.004526,120.234964, UN201705310005 , A-TB-2017-33314 
22.9967371,120.2069729, UN201705310032 , A-TB-2017-33326 
22.9943593,120.209799, UN201705310040 , A-TB-2017-33333 
23.0187544,120.1952704, UN201705310073 , A-TB-2017-33341 
22.9983323,120.2123224, UN201705310086 , A-TB-2017-33350 
22.9950487,120.2081429, UN201705310088 , A-TB-2017-33355 
22.9792679,120.2186925, UN201705310099 , A-TB-2017-33393 
22.9904816,120.2272698, UN201705310116 , A-TB-2017-33371 
22.9890855,120.2111367, UN201705310117 , A-TB-2017-33391 
22.9899109,120.2067252, UN201705310119 , A-TB-2017-33392 
23.303619,120.3004353, UN201705310120 , A-TB-2017-33377 
22.9946294,120.2111349, UN201705310136 , A-TB-2017-33394 
22.9941968,120.2100977, UN201705310137 , A-TB-2017-33397 
22.979192,120.217642, UN201705310140 , A-TB-2017-33404 
22.9919722,120.1685597, UN201705310143 , A-TB-2017-33402 
22.9861944,120.2098717, UN201705310144 , A-TB-2017-33406 
22.9927201,120.2074338, UN201705310146 , A-TB-2017-33405 
22.9937244,120.2226573, UN201705310151 , A-TB-2017-33408 
23.0120751,120.2475074, UN201705310158 , A-TB-2017-33413 
23.0120751,120.2475074, UN201705310159 , 同A-TB-2017-33413案件 
22.9909969,120.2085327, UN201705310163 , A-TB-2017-33415 
22.9854369,120.212179, UN201705310168 , A-TB-2017-33417 
22.9928208,120.210381, UN201705310186 , A-TB-2017-33435 
22.9886993,120.2046622, UN201705310191 , A-TB-2017-33445 
22.985178,120.2027868, UN201705310193 , A-TB-2017-33443 
22.985681,120.201948, UN201705310194 , A-TB-2017-33441 
24.8198435,120.961481, UN201705310196 , A-TB-2017-33459 
22.9866091,120.2035692, UN201705310198 , A-TB-2017-33439 
22.9844523,120.2053618, UN201705310199 , A-TB-2017-33438 
23.0015067,120.19622, UN201705310234 , A-TB-2017-33465 
23.0283078,120.2020312, UN201705310244 , A-TB-2017-33472 
23.041356,120.2368389, UN201705310259 , A-TB-2017-33482 
22.9946297,120.2106586, UN201705310267 , A-TB-2017-33489 
23.0053912,120.2149101, UN201705310270 , A-TB-2017-33492 
22.9851519,120.2131795, UN201705310277 , A-TB-2017-33495 
23.0214485,120.2488406, UN201705310283 , A-TB-2017-33500 
22.984172,120.2110504, UN201705310287 , A-TB-2017-33505 
22.9849416,120.1899994, UN201705310294 , A-TB-2017-33508 
23.0015779,120.2301495, UN201705310313 , A-TB-2017-33520 
23.004429,120.187924, UN201705310317 , A-TB-2017-33533 
22.985245,120.22393, UN201705310322 , A-TB-2017-33527 
23.041356,120.2368389, UN201705310326 , A-TB-2017-33529 
22.9982475,120.1847845, UN201705310329 , A-TB-2017-33532 
23.0175933,120.2014191, UN201705310330 , A-TB-2017-33535 
22.961856,120.227455, UN201705310342 , A-TB-2017-33541 
23.0177143,120.2246333, UN201706010008 , A-TB-2017-33551 
23.1624433,120.1783004, UN201706010057 , A-TB-2017-33579 
23.0145044,120.2298382, UN201706010094 , A-TB-2017-33602 
23.0209835,120.2220415, UN201706010096 , A-TB-2017-33608 
22.9944212,120.199952, UN201706010104 , A-TB-2017-33604 
23.002202,120.2047564, UN201706010114 , A-TB-2017-33614 
22.9909969,120.2085327, UN201706010115 , A-TB-2017-33616 
22.9932979,120.2267221, UN201706010117 , A-TB-2017-33617 
22.9950487,120.2081429, UN201706010123 , A-TB-2017-33618 
22.994358,120.2099209, UN201706010124 , A-TB-2017-33619 
22.9940774,120.2095668, UN201706010129 , A-TB-2017-33623 
22.9943298,120.2111228, UN201706010130 , A-TB-2017-33624 
22.998425,120.200205, UN201706010145 , A-TB-2017-33639 
22.9817955,120.2077738, UN201706010151 , A-TB-2017-33640 
22.97602,120.227413, UN201706010166 , A-TB-2017-33646 
23.0187544,120.1952704, UN201706010175 , A-TB-2017-33654 
22.9785017,120.1949633, UN201706010183 , A-TB-2017-33656 
22.9966406,120.2041012, UN201706010196 , A-TB-2017-33669 
22.9929782,120.2105053, UN201706010197 , A-TB-2017-33671 
23.0311961,120.192807, UN201706010205 , A-TB-2017-33674 
22.9938716,120.2093781, UN201706010207 , A-TB-2017-33676 
22.996752,120.2026279, UN201706010208 , A-TB-2017-33677 
22.9950487,120.2081429, UN201706010212 , A-TB-2017-33688 
22.9928605,120.210664, UN201706010219 , A-TB-2017-33689 
24.7583602,121.7528722, UN201706010221 , A-TB-2017-33690 
31.24284,121.540479, UN201706010222 , A-TB-2017-33691 
22.9950893,120.1967133, UN201706010223 , A-TB-2017-33695 
22.9962418,120.1758139, UN201706010228 , A-TB-2017-33693 
22.9966406,120.2041012, UN201706010229 , A-TB-2017-33697 
22.9949279,120.193515, UN201706010234 , A-TB-2017-33701 
23.0045868,120.2172595, UN201706010237 , A-TB-2017-33703 
22.9962673,120.2040788, UN201706010238 , A-TB-2017-33702 
22.9949031,120.2076185, UN201706010239 , A-TB-2017-33710 
22.9863473,120.2259373, UN201706010242 , A-TB-2017-33709 
22.9856953,120.2262313, UN201706010244 , A-TB-2017-33708 
22.9935798,120.2094586, UN201706010245 , A-TB-2017-33705 
22.9942755,120.2103029, UN201706010247 , A-TB-2017-33707 
22.98525,120.2254363, UN201706010248 , A-TB-2017-33704 
23.0513181,120.1997982, UN201706010252 , A-TB-2017-33733 
22.9846631,120.2334206, UN201706010257 , A-TB-2017-33728 
25.0053493,121.5257711, UN201706010266 , A-TB-2017-33730 
23.041356,120.2368389, UN201706010271 , A-TB-2017-33731 
23.0083876,120.2081101, UN201706010284 , A-TB-2017-33734 
23.0422865,120.2422089, UN201706010293 , A-TB-2017-33750 
23.040171,120.243781, UN201706010304 , A-TB-2017-33741 
22.9935473,120.1990042, UN201706010310 , A-TB-2017-33745 
23.0410259,120.2426302, UN201706010311 , 同案件A-TB-2017-33744 
22.967919,120.2293637, UN201706020002 , A-TB-2017-33764 
22.9888842,120.2201121, UN201706020004 , A-TB-2017-33766 
22.9994294,120.1902003, UN201706020017 , A-TB-2017-33771 
25.0776795,121.5087718, UN201706020019 , A-TB-2017-33772 
24.8112883,120.9518578, UN201706020020 , A-TB-2017-33773 
23.0045229,120.204715, UN201706020021 , A-TB-2017-33775 
22.9946307,120.210031, UN201706020022 , A-TB-2017-33774 
22.9900443,120.2104865, UN201706020028 , A-TB-2017-33780 
22.9777042,120.2228763, UN201706020055 , A-TB-2017-33793 
24.146516,120.67666, UN201706020077 , A-TB-2017-33808 
23.041356,120.2368389, UN201706020079 , A-TB-2017-33813 
23.041356,120.2368389, UN201706020121 , A-TB-2017-33840 
22.9920187,120.2052543, UN201706020126 , A-TB-2017-33846 
22.9933959,120.2085777, UN201706020127 , A-TB-2017-33845 
22.9972355,120.2015611, UN201706020131 , A-TB-2017-33850 
23.0430193,120.240361, UN201706020132 , A-TB-2017-33854 
23.041356,120.2368389, UN201706020133 , A-TB-2017-33855 
23.041294,120.240118, UN201706020134 , A-TB-2017-33856 
24.9892535,121.3128904, UN201706020154 , A-TB-2017-33867 
23.0117876,120.2111441, UN201706020155 , A-TB-2017-33870 
22.9989324,120.2123111, UN201706020160 , A-TB-2017-33876 
22.97047,120.228644, UN201706020169 , A-TB-2017-33881 
22.999475,120.1901331, UN201706020187 , A-TB-2017-33891 
22.9779019,120.1970728, UN201706020197 , A-TB-2017-33900 
22.9967371,120.2069729, UN201706020198 , A-TB-2017-33903 
23.0108089,120.2238075, UN201706020200 , A-TB-2017-33904 
22.9909969,120.2085327, UN201706020235 , A-TB-2017-33933 
22.9939617,120.2095661, UN201706020242 , A-TB-2017-33945 
22.9942755,120.2103029, UN201706020243 , A-TB-2017-33947 
22.9908851,120.2221111, UN201706020249 , A-TB-2017-33951 
22.9927201,120.2074338, UN201706020256 , A-TB-2017-33954 
23.0374603,120.266161, UN201706020272 , A-TB-2017-33978 
22.9964752,120.173249, UN201706020275 , A-TB-2017-33961 
23.0503748,120.1732945, UN201706020288 , A-TB-2017-33969 
23.0121139,120.2314298, UN201706020296 , A-TB-2017-33985 
23.0081569,120.2067979, UN201706020301 , A-TB-2017-33977 
